ලංකාවට	NNP	O
රන්	NNJ	O
පදක්කම්	NNC	O
හයක්	NUM	O
ලබාදුන්	VP	O
ගාල්ල	NNP	B-LOC
සවුත්ලන්ඩ්	NNP	B-ORG
බාලිකා	NNJ	I-ORG
විද්‍යාලයේ	NNC	I-ORG
එම්.	ABB	B-PER
කේ.	ABB	I-PER
ටී.	ABB	I-PER
චන්කමී	ABB	I-PER
,	PUNC	O
කොළඹ	NNP	B-LOC
විශාඛා	NNP	B-ORG
විද්‍යාලයේ	NNC	I-ORG
දිනිති	NNP	B-PER
කුලතුංග	NNP	I-PER
,	PUNC	O
අම්බලන්ගොඩ	NNP	B-LOC
ධර්මාශෝක	NNP	B-ORG
විද්‍යාලයේ	NNC	I-ORG
තක්ෂිලා	NNP	B-PER
ජයතිලක	NNP	I-PER
,	PUNC	O
ගාල්ල	NNP	B-LOC
ශ්‍රී	NNP	B-ORG
හෘදය	JJ	I-ORG
කන්‍යාරාමයේ	NNC	I-ORG
හිමාෂි	NNP	B-PER
ජයසේකර	NNP	I-PER
හා	CC	O
මීගමුව	NNP	B-LOC
ආවේ	VP	B-ORG
මරියා	NNP	I-ORG
කන්‍යාරාමයේ	NNP	I-ORG
රොෂෙල්	NNP	B-PER
නතාෂා	NNP	I-PER
ඇස්කි	NNP	I-PER
යන	VP	O
චෙස්	NNP	O
ක්‍රීඩිකාවන්	NNC	O
වෙනුවෙන්	POST	O
මෙදින	PRP	O
මේ	DET	O
උත්සවය	NNC	O
පැවැත්විණි	VFM	O
.	FS	O
ශ්‍රී	NNP	B-ORG
ලංකා	NNP	I-ORG
පාසල්	NNC	I-ORG
චෙස්	NNP	I-ORG
සංගමය	NNC	I-ORG
සංවිධානය	NCV	O
කළ	VP	O
මේ	DET	O
උත්සවයට	NNC	O
මීගමුව	NNP	B-LOC
ලොයෙලා	NNP	B-ORG
විද්‍යාලයේ	NNC	I-ORG
පූර්ණ	JJ	O
අනුග්‍රහය	NNC	O
ලැබුණු	VP	O
අතර	POST	O
එම	DET	O
අවස්ථාවට	NNC	O
ශ්‍රී	NNP	B-ORG
ලංකා	NNP	I-ORG
පාසල්	NNC	I-ORG
චෙස්	NNP	I-ORG
සංගමයේ	NNC	I-ORG
සභාපති	NNC	O
සේනක	NNC	B-PER
සමරතුංග	NNP	I-PER
,	PUNC	O
ලේකම්	NNC	O
නිර්මලා	NNP	B-PER
ඊරියගම	NNP	I-PER
,	PUNC	O
භාණ්ඩාගාරික	NNC	O
චන්ද්‍රානි	NNP	B-PER
ජයසේකර	NNP	I-PER
,	PUNC	O
තරග	NNJ	O
ලේකම්	NNC	O
ජනක	JJ	B-PER
හෙට්ටිආරච්චි	NNP	I-PER
යන	VP	O
මහත්ම	NNC	O
මහත්මීන්	NNC	O
ද	RP	O
සහභාගී	RRPCV	O
වූහ	VFM	O
.	FS	O
හදිසි	JJ	O
ආපදා	NNJ	O
තත්ත්වයකදී	NNC	O
ඒ	DET	O
පිළිබඳව	POST	O
ආපදා	NNJ	B-ORG
කළමනාකරණ	JJ	I-ORG
මධ්‍යස්ථානය	NNC	I-ORG
දැනුවත්	JCV	O
කිරීමටත්	VNN	O
,	PUNC	O
සිදුවන	VP	O
ආපදා	NNJ	O
තත්වයක්	NNC	O
ජනතාවට	NNC	O
දැනගැනීමටත්	VNN	O
ආපදා	NNC	B-ORG
කළමනාකරණ	JJ	I-ORG
මධ්‍යස්ථානය	NNC	I-ORG
117	NUM	O
කෙටි	JJ	O
දුරකථන	NNJ	O
අංකය	NNC	O
හඳුන්වා	VNF	O
දී	RP	O
තිබේ	VFM	O
.	FS	O
පළමු	JJ	O
අදියරේ	NNC	O
දී	RP	O
සතියේ	NNC	O
දිනවල	NNC	O
උදේ	NNC	O
8.00	NUM	O
ත්	RP	O
රාත්‍රී	NNC	O
8.00	NUM	O
ත්	RP	O
දක්වා	POST	O
කාලය	NNC	O
තුළදී	POST	O
මෙම	DET	O
අංකය	NNC	O
හරහා	POST	O
තොරතුරු	NNC	O
ලබාදීමටත්	VP	O
තොරතුරු	NNC	O
විමසීමටත්	VNN	O
ජනතාවට	NNC	O
අවස්ථාව	NNC	O
උදාකර	VNF	O
දී	RP	O
ඇත	NIP	O
.	FS	O
මීට	PRP	O
අමතරව	POST	O
දෙවැනි	JJ	O
අදියරේ	NNC	O
දී	RP	O
එය	PRP	O
පැය	NNC	O
24	NUM	O
ක්	RP	O
පුරා	POST	O
ක්‍රියාත්මක	JCV	O
කිරීමට	VNN	O
සැලසුම්	NCV	O
කර	VNF	O
තිබේ	VFM	O
.	FS	O
සංස්කෘතික	JJ	B-ORG
කටයුතු	NNC	I-ORG
අමාත්‍යාංශයේ	NNC	I-ORG
උපදෙස්	NNC	O
පරිදි	POST	O
සංස්කෘතික	JJ	B-ORG
කටයුතු	NNC	I-ORG
දෙපාර්තමේන්තුව	NNC	I-ORG
හා	CC	O
ශ්‍රී	NNP	B-ORG
ලංකා	NNP	I-ORG
කලා	JJ	I-ORG
මණඩලයේ	NNC	I-ORG
රාජ්‍ය	JJ	I-ORG
නාට්‍ය	NNJ	I-ORG
අනුමණ්ඩලය	NNC	I-ORG
සංවිධානය	NCV	O
කළ	VP	O
රාජ්‍ය	JJ	O
ළමා	JJ	O
නාට්‍ය	NNJ	O
උළෙලේ	NNC	O
සම්මාන	NNC	O
ප්‍රදානය	NCV	O
ඔක්තෝබර්	NNP	O
මස	NNC	O
24	NUM	O
වැනි	POST	O
දින	NNC	O
පස්වරු	NNP	O
4.00	NUM	O
ට	CM	O
කොළඹ	NNP	B-LOC
රාජකීය	JJ	B-ORG
විද්‍යාලීය	NNP	I-ORG
රඟහලේ	NNP	O
දී	VNF	O
පැවැත්වීමට	VNN	O
සංස්කෘතික	JJ	B-ORG
කටයුතු	NNC	I-ORG
අමාත්‍යාංශය	NNC	I-ORG
සංවිධානය	NCV	O
කර	VNF	O
තිබේ	VFM	O
.	FS	O
හොඳම	JJ	O
නාට්‍ය	NNC	O
,	PUNC	O
හොඳම	JJ	O
නළුවා	NNC	O
,	PUNC	O
හොඳම	JJ	O
නිළිය	NNC	O
,	PUNC	O
හොඳම	JJ	O
නිෂ්පාදක	NNC	O
,	PUNC	O
නිෂ්පාදිකාව	NNC	O
,	PUNC	O
හොඳම	JJ	O
වේශ	NNC	O
නිරූපණය	NNC	O
,	PUNC	O
ආදී	JJ	O
විවිධ	JJ	O
අංශ	NNC	O
සඳහා	POST	O
මුදල්	NNC	O
හා	CC	O
සම්මාන	NNC	O
සහතික	NCV	O
පිරිනැමේ	VFM	O
.	FS	O
ඉන්දික	JJ	B-PER
සෙනෙවිරත්න	NNP	I-PER
ශිෂ්‍යත්ව	NNC	O
විභාගයේ	NNC	O
ප්‍රශ්න	NNC	O
පත්‍රය	NNC	O
හා	CC	O
නිවැරදි	JJ	O
පිළිතුරු	NNC	O
ඇතුළත්	POST	O
ප්‍රශ්න	NNJ	O
පත්‍ර	NNJ	O
පොත	NNC	O
ලබන	VP	O
සතියේ	NNC	O
සිට	POST	O
මිල	NNC	O
දී	VNF	O
ගැනීමට	VNN	O
හැකි	AUX	O
බව	POST	O
අධ්‍යාපන	JJ	O
ඇමති	NNC	O
බන්දුල	NNP	B-PER
ගුණවර්ධන	NNP	I-PER
මහතා	NNC	O
කියයි	VFM	O
.	FS	O
අමාත්‍යාංශයේ	NNC	O
පැවති	VP	O
මාධ්‍ය	NNJ	O
හමුවකදී	NNC	O
ඇමතිවරයා	NNC	O
මේ	DET	O
බව	POST	O
කීය	VFM	O
.	FS	O
සිංහල	NNP	O
,	PUNC	O
දමිළ	NNP	O
මාධ්‍ය	NNJ	O
දෙකෙන්ම	NNC	O
පොත	NNC	O
මිල	NNC	O
දී	VNF	O
ගැනීමට	VNN	O
හැකි	AUX	O
මෙහි	PRP	O
සිංහල	NNP	O
මාධ්‍ය	NNJ	O
පොත	NNC	O
රුපියල්	NNP	O
40	NUM	O
කට	CM	O
ද	RP	O
‍දමිළ	NNC	O
මාධ්‍ය	NNJ	O
පොත	NNC	O
රුපියල්	NNP	O
55	NUM	O
කට	CM	O
ද	RP	O
මිල	NNC	O
දී	RP	O
ගත	VP	O
හැකි	AUX	O
බව	POST	O
පවසයි	VFM	O
.	FS	O
2013	NUM	O
වර්ෂයේ	NNC	O
අපොස	NNC	O
සාමාන්‍ය	JJ	O
පෙළ	NNC	O
තොරතුරු	NNJ	O
තාක්ෂණ	NNJ	O
(GIT)	NNC	O
විභාගය	NNC	O
මේ	DET	O
මස	NNC	O
27	NUM	O
වන	VP	O
දින	NNC	O
පැවැත්වීමට	VNN	O
විභාග	NNJ	B-ORG
දෙපාර්තමේන්තුව	NNC	I-ORG
පියවර	NCV	O
ගෙන	VNF	O
තිබේ	VFM	O
.	FS	O
මීට	PRP	O
අමතරව	POST	O
ඉස්ලාමීය	NNP	O
දිනියාත්	NNC	O
සහතික	NCV	O
පත්‍ර	NNJ	O
විභාගය	NNC	O
ඔක්තෝබර්	NNP	O
මස	NNC	O
19	NUM	O
,	PUNC	O
20	NUM	O
සහ	CC	O
26	NUM	O
දිනවලදී	NNC	O
පැවැත්වීමටද	NNC	O
කටයුතු	NNC	O
සුදානම්	JCV	O
කර	VNF	O
තිබේ	VFM	O
.	FS	O
නොබෙල්	NNP	B-PER
ත්‍යාග	NNJ	O
ප්‍රදානය	NNC	O
,	PUNC	O
1901	NUM	O
වසරේ	NNC	O
සිට	POST	O
වාර්ෂිකව	RB	O
සිදු	RPCV	O
කෙරේ	VFM	O
.	FS	O
සාහිත්‍යය	NNC	O
,	PUNC	O
විද්‍යාව	NNC	O
,	PUNC	O
වෛද්‍ය	JJ	O
විද්‍යාව	NNC	O
සහ	CC	O
සාමය	NNC	O
යන	VP	O
ක්ෂේත්‍රවලින්	NNC	O
ලෝකයාගේ	NNC	O
යහපත	NNC	O
උදෙසා	POST	O
කැපී	VNF	O
පෙනෙන	VP	O
සේවාවක්	NNC	O
කරන	VP	O
පුද්ගලයන්ට	NNC	O
සහ	CC	O
ආයතවලට	NNC	O
නොබෙල්	NNP	O
සම්මාන	NNC	O
ප්‍රදානය	NCV	O
කෙරේ	VFM	O
.	FS	O
නොබෙල්	NNP	O
ත්‍යාග	NNC	O
ප්‍රදානය	NCV	O
කෙරෙන්නේ	VP	O
,	PUNC	O
ජීවතුන්	NNC	O
අතර	POST	O
සිටින	VP	O
විශිෂ්ටයන්ටය	NVB	O
.	FS	O
නොබෙල්	NNP	O
ත්‍යාග	NNC	O
ප්‍රදානය	NCV	O
සිදුවන්නේ	VP	O
,	PUNC	O
ස්වීඩන	NNP	B-LOC
ජාතික	JJ	O
විද්‍යාඥයකු	NNC	O
මෙන්ම	POST	O
නව	JJ	O
නිපැයුම්කරුවකු	NNC	O
ද	RP	O
වූ	VP	O
ඇල්ෆ්‍රඞ්	NNP	B-PER
නොබෙල්ගේ	NNP	I-PER
සංකල්පයකට	NNC	O
අනුවය	NVB	O
.	FS	O
ඩයිනමයිට්	NNC	O
සොයා	VNF	O
ගත්	VP	O
තැනැත්තා	NNC	O
ඇල්ෆ්‍රඞ්	NNP	B-PER
නොබෙල්ය	NVB	I-PER
.	FS	O
ඇල්ෆ්‍රඞ්	NNP	B-PER
නොබෙල්	NNP	I-PER
උපන්නේ	VP	O
1833	NUM	O
වසරේය	VFM	O
.	FS	O
ඔහු	PRP	O
මියගියේ	NNC	O
1896	NUM	O
දීය	RP	O
.	FS	O
වයස	NNC	O
අවුරුදු	NNC	O
17	NUM	O
වෙද්දී	VNF	O
,	PUNC	O
ඔහුට	PRP	O
භාෂා	NNC	O
පහක්	NUM	O
චතුර	NNC	O
ලෙස	POST	O
කතා	NCV	O
කිරීමට	VNN	O
හැකියාව	NNC	O
ලැබී	VNF	O
තිබුණි	VFM	O
.	FS	O
ඔහු	PRP	O
ස්ඞීනයේ	NNC	B-LOC
පිළිගත්	VP	O
විද්‍යාඥයෙක්	NNC	O
,	PUNC	O
නව	JJ	O
නිපැයුම්කරුවෙක්	NNC	O
,	PUNC	O
ව්‍යාපාරිකයෙක්	NNC	O
,	PUNC	O
සාමයට	NNC	O
ලැදි	VP	O
අයෙක්	NNC	O
මෙන්ම	POST	O
ගත්	VP	O
කතුවරයෙක්	NNC	O
ද	RP	O
වෙයි	VFM	O
.	FS	O
එපමණක්	POST	O
නොව	VNF	O
,	PUNC	O
ඔහු	PRP	O
පේටන්	NNP	O
බලපත්‍ර	NNC	O
355	NUM	O
ක	RP	O
හිමිකරුවෙකි	NVB	O
.	FS	O
